X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
0.1490394,0.03985906,0.06200319,0.060461881,0.051095,0.035933253,0.0239704,0.05117086,0.01761098,0.07908447,0.04462707,0.05098575,0.03562193,0.037170193,0.01537196,0.048124826,0.03747936,0.0694982,0.01507155,0.08418458,0.03322263,0.09750028,0.056432959,0.028993579,0.03895792
0.1490394,0.03985906,0.06200319,0.060461881,0.051095,0.035933253,0.0239704,0.05117086,0.01761098,0.07908447,0.04462707,0.05098575,0.03562193,0.037170193,0.01537196,0.048124826,0.03747936,0.0694982,0.01507155,0.08418458,0.03322263,0.09750028,0.056432959,0.028993579,0.03895792
0.025762837,0.036377907,0.036185259,0.05322212,0.070945025,0.051775983,0.045895877,0.039045905,0.053600425,0.06741601,0.047981211,0.044006445,0.054017374,0.075801072,0.087010644,0.053882757,0.033928473,0.067059073,0.024215073,0.2002494,0.079264163,0.030077738,0.015258763,0.05850664,0.064954484
0.026966253,0.004248629,0.010821045,0.03175137,0.015784136,-0.002893045,0.000738346,0.029219406,0.001155833,0.10099228,0.008628441,0.024349661,0.028964241,0.018711388,0.03869196,0.025692801,0.003602445,0.028919899,0.001062576,0.270946,0.058872456,0.006334911,0.010878496,0.03061978,0.025253823
-0.004447425,-0.012434781,0.007754138,0.03776361,-0.03049309,-0.027908333,-0.013844831,0.012186474,-0.026303906,0.10594846,-0.030758562,0.001174468,-0.002330979,-0.006737914,-0.01686907,-0.003506896,-0.019017227,-0.003437722,-0.012831538,0.2563138,0.029483851,-0.022375246,-0.009207092,0.01534593,0.009799698
-0.026725241,-0.009426146,0.014333955,0.05128375,-0.036343426,-0.022481307,-0.010079588,0.001776363,-0.018006987,0.09013875,-0.041343623,-0.006174074,-0.013355664,-0.000645118,-0.034345096,-0.011325692,-0.022426516,-0.007776215,-0.012588134,0.214602,0.015292481,-0.032490595,-0.024447388,0.01756512,0.015508846
-0.036291039,-0.000790857,0.021152718,0.06214508,-0.027763076,-0.009253093,-0.004535929,-0.003834575,0.001289371,0.07750688,-0.039868321,-0.005172001,-0.013286046,0.009767621,-0.033427545,-0.008871125,-0.0198421,-0.00241937,-0.008419062,0.177814,0.008565567,-0.033360876,-0.032892904,0.02248378,0.023953243
-0.03886307,0.008063271,0.027228951,0.0705568,-0.016576241,0.004710482,0.000760044,-0.006430951,0.021002796,0.07233162,-0.034852267,-0.00117766,-0.009321315,0.018403203,-0.027223448,-0.00299501,-0.016054798,0.004682762,-0.003419933,0.148206,0.004803255,-0.031171947,-0.036539478,0.02703626,0.032045814
-0.037711573,0.014960142,0.032248239,0.07724482,-0.006109169,0.016717593,0.006136109,-0.006421572,0.035701032,0.072272,-0.028836588,0.003330087,-0.004439404,0.025618655,-0.020786602,0.003324351,-0.01180351,0.012329683,0.001624586,0.1270013,0.003388405,-0.027878669,-0.036418755,0.03275027,0.040192315
-0.035019011,0.019325142,0.035786762,0.08214831,0.002347414,0.025309916,0.011352104,-0.004701974,0.043382009,0.07398899,-0.023065606,0.007029927,0.000127257,0.032061907,-0.015750659,0.008492948,-0.007601329,0.020229242,0.005870595,0.1142151,0.003803305,-0.024379421,-0.03391764,0.04029152,0.047921425
-0.032555069,0.021517847,0.037918139,0.08489158,0.00820317,0.030671333,0.015556039,-0.002759587,0.046106338,0.0750847,-0.018568398,0.009402965,0.003573334,0.037223678,-0.012243329,0.011955693,-0.004339654,0.026997908,0.00857403,0.1075699,0.004768772,-0.02155802,-0.03112195,0.04767264,0.053618171
-0.031303986,0.022192419,0.039318914,0.08556351,0.011503996,0.034141371,0.018068907,-0.00161175,0.047411926,0.07489705,-0.015964476,0.010508948,0.005368809,0.040275991,-0.009921079,0.01405346,-0.002650753,0.031121981,0.009705663,0.1043591,0.005165712,-0.020048684,-0.02967161,0.05205756,0.056059819
0.2939147,-0.03847422,-0.03423846,0.007010467,-0.021257,-0.008800429,-0.01068142,-0.01743403,-0.000694789,0.12197568,-0.02377157,-0.02113627,-0.0222943,-0.007009672,-0.04383719,-0.005108881,-0.007940907,0.03693482,0.01215255,0.1361645,-0.02497931,-0.01775739,-0.004472142,0.008233295,-0.01970782
0.2939147,-0.03847422,-0.03423846,0.007010467,-0.021257,-0.008800429,-0.01068142,-0.01743403,-0.000694789,0.12197568,-0.02377157,-0.02113627,-0.0222943,-0.007009672,-0.04383719,-0.005108881,-0.007940907,0.03693482,0.01215255,0.1361645,-0.02497931,-0.01775739,-0.004472142,0.008233295,-0.01970782
0.2939147,-0.03847422,-0.03423846,0.007010467,-0.021257,-0.008800429,-0.01068142,-0.01743403,-0.000694789,0.12197568,-0.02377157,-0.02113627,-0.0222943,-0.007009672,-0.04383719,-0.005108881,-0.007940907,0.03693482,0.01215255,0.1361645,-0.02497931,-0.01775739,-0.004472142,0.008233295,-0.01970782
0.2939147,-0.03847422,-0.03423846,0.007010467,-0.021257,-0.008800429,-0.01068142,-0.01743403,-0.000694789,0.12197568,-0.02377157,-0.02113627,-0.0222943,-0.007009672,-0.04383719,-0.005108881,-0.007940907,0.03693482,0.01215255,0.1361645,-0.02497931,-0.01775739,-0.004472142,0.008233295,-0.01970782
0.2939147,-0.03847422,-0.03423846,0.007010467,-0.021257,-0.008800429,-0.01068142,-0.01743403,-0.000694789,0.12197568,-0.02377157,-0.02113627,-0.0222943,-0.007009672,-0.04383719,-0.005108881,-0.007940907,0.03693482,0.01215255,0.1361645,-0.02497931,-0.01775739,-0.004472142,0.008233295,-0.01970782
0.2939147,-0.03847422,-0.03423846,0.007010467,-0.021257,-0.008800429,-0.01068142,-0.01743403,-0.000694789,0.12197568,-0.02377157,-0.02113627,-0.0222943,-0.007009672,-0.04383719,-0.005108881,-0.007940907,0.03693482,0.01215255,0.1361645,-0.02497931,-0.01775739,-0.004472142,0.008233295,-0.01970782
