Run,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250
36,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,4.0,4.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,13.0,27.0,44.0,74.0,114.0,163.0,206.0,263.0,322.0,391.0,482.0,568.0,685.0,827.0,991.0,1208.0,1396.0,1638.0,1917.0,2169.0,2439.0,2713.0,2971.0,3234.0,3492.0,3761.0,4009.0,4273.0,4517.0,4708.0,4937.0,5151.0,5344.0,5530.0,5727.0,5910.0,6115.0,6289.0,6452.0,6635.0,6791.0,6921.0,7041.0,7161.0,7303.0,7403.0,7524.0,7651.0,7735.0,7845.0,7946.0,8032.0,8142.0,8236.0,8321.0,8411.0,8499.0,8571.0,8663.0,8748.0,8821.0,8885.0,8956.0,9011.0,9078.0,9142.0,9181.0,9240.0,9295.0,9351.0,9403.0,9446.0,9487.0,9527.0,9569.0,9609.0,9652.0,9691.0,9728.0,9765.0,9797.0,9830.0,9868.0,9903.0,9940.0,9974.0,9999.0,10028.0,10065.0,10093.0,10113.0,10140.0,10174.0,10194.0,10219.0,10247.0,10270.0,10292.0,10313.0,10332.0,10352.0,10378.0,10391.0,10410.0,10424.0,10439.0,10459.0,10478.0,10496.0,10510.0,10525.0,10531.0,10549.0,10563.0,10577.0,10584.0,10592.0,10604.0,10619.0,10629.0,10638.0,10646.0,10654.0,10667.0,10676.0,10691.0,10702.0,10705.0,10716.0,10721.0,10726.0,10734.0,10738.0,10746.0,10752.0,10760.0,10770.0,10777.0,10782.0,10791.0,10795.0,10802.0,10811.0,10813.0,10820.0,10828.0,10831.0,10838.0,10842.0,10845.0,10849.0,10854.0,10861.0,10868.0,10869.0,10875.0,10877.0,10878.0,10879.0,10886.0,10891.0,10892.0,10898.0,10901.0,10904.0,10908.0,10909.0,10911.0,10913.0,10914.0,10918.0,10925.0,10928.0,10930.0,10931.0,10935.0,10935.0,10935.0,10937.0,10940.0,10941.0,10945.0,10948.0,10948.0,10952.0,10952.0,10955.0,10956.0,10957.0,10959.0,10960.0,10962.0,10964.0,10965.0,10965.0,10967.0,10970.0,10971.0,10971.0,10971.0,10972.0,10972.0,10973.0,10973.0,10975.0,10976.0,10977.0,10978.0,10979.0,10981.0,10982.0,10983.0,10984.0,10985.0,10985.0,10986.0
38,1.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,4.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,12.0,31.0,54.0,92.0,125.0,179.0,258.0,361.0,431.0,532.0,644.0,789.0,972.0,1157.0,1380.0,1658.0,1956.0,2268.0,2595.0,2886.0,3146.0,3442.0,3688.0,3937.0,4164.0,4391.0,4584.0,4800.0,5023.0,5204.0,5397.0,5583.0,5761.0,5930.0,6101.0,6278.0,6421.0,6567.0,6725.0,6841.0,6953.0,7075.0,7203.0,7300.0,7419.0,7535.0,7650.0,7746.0,7851.0,7943.0,8026.0,8122.0,8206.0,8272.0,8380.0,8474.0,8560.0,8642.0,8710.0,8780.0,8852.0,8915.0,8969.0,9038.0,9103.0,9156.0,9205.0,9262.0,9312.0,9370.0,9432.0,9474.0,9516.0,9570.0,9609.0,9659.0,9704.0,9754.0,9786.0,9834.0,9868.0,9904.0,9942.0,9974.0,10007.0,10029.0,10066.0,10101.0,10136.0,10166.0,10190.0,10224.0,10251.0,10280.0,10307.0,10322.0,10344.0,10357.0,10377.0,10400.0,10418.0,10438.0,10453.0,10466.0,10478.0,10492.0,10505.0,10516.0,10533.0,10552.0,10573.0,10587.0,10599.0,10612.0,10621.0,10629.0,10642.0,10654.0,10661.0,10672.0,10682.0,10695.0,10706.0,10717.0,10723.0,10734.0,10740.0,10744.0,10753.0,10758.0,10762.0,10773.0,10780.0,10791.0,10797.0,10804.0,10812.0,10818.0,10825.0,10829.0,10837.0,10841.0,10848.0,10852.0,10860.0,10868.0,10871.0,10872.0,10877.0,10878.0,10882.0,10882.0,10886.0,10890.0,10897.0,10900.0,10903.0,10909.0,10912.0,10914.0,10916.0,10918.0,10922.0,10924.0,10925.0,10925.0,10929.0,10929.0,10932.0,10933.0,10933.0,10940.0,10942.0,10942.0,10946.0,10947.0,10949.0,10952.0,10954.0,10953.0,10954.0,10957.0,10959.0,10961.0,10961.0,10963.0,10965.0,10965.0,10967.0,10967.0,10967.0,10967.0,10968.0,10968.0,10969.0,10970.0,10970.0,10970.0,10971.0,10972.0,10974.0,10974.0,10974.0,10974.0,10974.0,10974.0,10974.0,10975.0,10975.0,10976.0,10976.0,10977.0,10978.0,10978.0,10978.0
40,4.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,8.0,8.0,9.0,14.0,15.0,18.0,21.0,26.0,27.0,31.0,38.0,46.0,52.0,57.0,63.0,79.0,87.0,91.0,110.0,117.0,125.0,140.0,157.0,180.0,203.0,232.0,255.0,288.0,307.0,338.0,361.0,392.0,426.0,466.0,500.0,545.0,571.0,616.0,656.0,702.0,741.0,779.0,823.0,874.0,915.0,975.0,1025.0,1080.0,1124.0,1180.0,1249.0,1306.0,1379.0,1429.0,1493.0,1556.0,1622.0,1692.0,1779.0,1864.0,1938.0,2029.0,2099.0,2176.0,2265.0,2344.0,2430.0,2521.0,2621.0,2710.0,2807.0,2885.0,2978.0,3071.0,3170.0,3276.0,3386.0,3487.0,3602.0,3716.0,3821.0,3945.0,4067.0,4185.0,4317.0,4463.0,4581.0,4701.0,4831.0,4960.0,5079.0,5217.0,5359.0,5487.0,5608.0,5751.0,5885.0,6034.0,6171.0,6279.0,6407.0,6540.0,6681.0,6798.0,6915.0,7008.0,7126.0,7222.0,7337.0,7442.0,7548.0,7651.0,7754.0,7846.0,7927.0,8014.0,8104.0,8180.0,8259.0,8322.0,8390.0,8451.0,8513.0,8569.0,8642.0,8688.0,8746.0,8798.0,8849.0,8891.0,8936.0,8997.0,9037.0,9090.0,9137.0,9181.0,9221.0,9258.0,9289.0,9319.0,9356.0,9396.0,9424.0,9457.0,9477.0,9504.0,9525.0,9550.0,9583.0,9605.0,9627.0,9651.0,9677.0,9701.0,9731.0,9754.0,9780.0,9801.0,9821.0,9836.0,9853.0,9872.0,9887.0,9897.0,9914.0,9929.0,9949.0,9964.0,9976.0,9996.0,10013.0,10032.0,10047.0,10060.0,10076.0,10098.0,10106.0,10122.0,10137.0,10150.0
42,3.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,6.0,9.0,13.0,18.0,27.0,32.0,41.0,51.0,63.0,84.0,110.0,141.0,178.0,221.0,265.0,305.0,366.0,439.0,531.0,612.0,717.0,836.0,952.0,1105.0,1261.0,1438.0,1634.0,1817.0,2022.0,2275.0,2518.0,2749.0,3005.0,3265.0,3503.0,3734.0,3963.0,4181.0,4419.0,4693.0,4903.0,5110.0,5311.0,5504.0,5713.0,5877.0,6026.0,6176.0,6308.0,6443.0,6590.0,6719.0,6842.0,6969.0,7092.0,7207.0,7312.0,7417.0,7515.0,7600.0,7713.0,7813.0,7902.0,7988.0,8064.0,8139.0,8220.0,8297.0,8350.0,8434.0,8494.0,8553.0,8608.0,8676.0,8730.0,8786.0,8829.0,8882.0,8936.0,8999.0,9051.0,9101.0,9166.0,9209.0,9250.0,9295.0,9335.0,9369.0,9424.0,9463.0,9503.0,9534.0,9567.0,9599.0,9636.0,9661.0,9689.0,9724.0,9753.0,9794.0,9825.0,9865.0,9892.0,9914.0,9948.0,9983.0,10005.0,10032.0,10054.0,10078.0,10101.0,10131.0,10149.0,10164.0,10196.0,10224.0,10252.0,10269.0,10288.0,10306.0,10324.0,10340.0,10357.0,10373.0,10385.0,10405.0,10427.0,10439.0,10456.0,10472.0,10486.0,10505.0,10516.0,10531.0,10545.0,10555.0,10564.0,10577.0,10591.0,10603.0,10615.0,10622.0,10632.0,10650.0,10657.0,10664.0,10672.0,10676.0,10680.0,10685.0,10693.0,10698.0,10708.0,10717.0,10720.0,10721.0,10729.0,10735.0,10741.0,10749.0,10759.0,10766.0,10772.0,10777.0,10782.0,10790.0,10797.0,10804.0,10809.0,10809.0,10816.0,10821.0,10827.0,10830.0,10834.0,10838.0,10843.0,10844.0,10846.0,10852.0,10855.0,10857.0,10860.0,10869.0,10873.0,10874.0,10878.0,10880.0,10883.0,10888.0,10889.0,10890.0,10896.0,10898.0,10900.0,10906.0,10908.0,10911.0,10916.0,10918.0,10920.0,10926.0,10931.0,10933.0,10933.0,10936.0,10938.0,10940.0,10942.0,10945.0,10947.0,10947.0,10952.0,10953.0,10954.0,10956.0,10958.0,10958.0,10958.0,10960.0,10961.0,10961.0,10963.0,10964.0
43,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,6.0,7.0,9.0,12.0,16.0,17.0,20.0,36.0,47.0,57.0,69.0,89.0,115.0,134.0,167.0,193.0,223.0,271.0,323.0,381.0,444.0,517.0,599.0,686.0,808.0,922.0,1070.0,1231.0,1424.0,1670.0,1900.0,2145.0,2396.0,2670.0,2923.0,3213.0,3506.0,3804.0,4056.0,4288.0,4541.0,4799.0,5003.0,5224.0,5439.0,5648.0,5830.0,6027.0,6197.0,6387.0,6559.0,6739.0,6879.0,7036.0,7200.0,7337.0,7490.0,7627.0,7759.0,7877.0,7971.0,8081.0,8201.0,8291.0,8390.0,8502.0,8591.0,8685.0,8788.0,8866.0,8941.0,9013.0,9094.0,9170.0,9233.0,9299.0,9365.0,9431.0,9478.0,9528.0,9569.0,9608.0,9671.0,9712.0,9760.0,9806.0,9839.0,9884.0,9932.0,9974.0,10023.0,10060.0,10103.0,10133.0,10167.0,10197.0,10226.0,10257.0,10285.0,10311.0,10334.0,10367.0,10385.0,10414.0,10435.0,10464.0,10487.0,10502.0,10527.0,10555.0,10574.0,10594.0,10613.0,10630.0,10640.0,10652.0,10664.0,10672.0,10684.0,10697.0,10709.0,10723.0,10735.0,10742.0,10749.0,10764.0,10771.0,10782.0,10796.0,10806.0,10815.0,10824.0,10838.0,10846.0,10859.0,10869.0,10875.0,10877.0,10884.0,10886.0,10895.0,10898.0,10900.0,10903.0,10907.0,10912.0,10915.0,10919.0,10919.0,10920.0,10927.0,10928.0,10930.0,10933.0,10936.0,10936.0,10939.0,10939.0,10940.0,10942.0,10948.0,10948.0,10949.0,10951.0,10954.0,10954.0,10955.0,10956.0,10959.0,10961.0,10962.0,10962.0,10964.0,10964.0,10965.0,10968.0,10969.0,10970.0,10972.0,10972.0,10974.0,10976.0,10977.0,10978.0,10978.0,10979.0,10979.0,10981.0,10981.0,10981.0,10982.0,10982.0,10984.0,10985.0,10985.0,10986.0,10986.0,10987.0,10987.0,10988.0,10987.0,10988.0,10988.0,10990.0,10989.0,10989.0,10989.0,10990.0,10990.0,10990.0,10991.0,10991.0,10992.0,10993.0,10993.0,10993.0,10994.0,10994.0,10995.0
44,1.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,7.0,8.0,11.0,15.0,16.0,18.0,19.0,24.0,26.0,26.0,27.0,33.0,42.0,47.0,53.0,64.0,79.0,99.0,119.0,143.0,179.0,205.0,241.0,273.0,310.0,354.0,392.0,437.0,497.0,566.0,646.0,723.0,796.0,863.0,925.0,1009.0,1088.0,1168.0,1259.0,1362.0,1464.0,1560.0,1655.0,1768.0,1885.0,1988.0,2130.0,2261.0,2409.0,2559.0,2710.0,2877.0,3053.0,3243.0,3430.0,3657.0,3879.0,4082.0,4297.0,4521.0,4751.0,5022.0,5271.0,5526.0,5778.0,6039.0,6279.0,6535.0,6793.0,7031.0,7258.0,7456.0,7692.0,7900.0,8112.0,8292.0,8471.0,8623.0,8764.0,8915.0,9043.0,9163.0,9271.0,9360.0,9458.0,9535.0,9617.0,9684.0,9756.0,9814.0,9876.0,9927.0,9966.0,10006.0,10060.0,10101.0,10136.0,10177.0,10214.0,10231.0,10256.0,10286.0,10304.0,10327.0,10348.0,10374.0,10402.0,10426.0,10451.0,10462.0,10480.0,10496.0,10513.0,10535.0,10552.0,10568.0,10580.0,10594.0,10610.0,10623.0,10636.0,10652.0,10668.0,10678.0,10690.0,10699.0,10710.0,10722.0,10732.0,10741.0,10744.0,10750.0,10757.0,10766.0,10777.0,10782.0,10789.0,10800.0,10805.0,10809.0,10814.0,10818.0,10823.0,10827.0,10833.0,10837.0,10839.0,10846.0,10851.0,10857.0,10863.0,10868.0,10874.0,10879.0,10883.0,10888.0,10895.0,10896.0,10901.0,10905.0,10910.0,10913.0,10916.0,10919.0,10923.0,10926.0,10928.0,10928.0,10933.0,10937.0,10940.0,10942.0,10945.0,10945.0,10946.0,10947.0,10949.0,10949.0,10950.0,10951.0,10951.0,10954.0,10957.0,10959.0,10961.0,10961.0,10962.0,10963.0,10966.0,10967.0,10968.0,10970.0,10972.0,10972.0
