Run,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250
67,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,12.0,19.0,22.0,36.0,52.0,80.0,115.0,163.0,215.0,277.0,346.0,420.0,509.0,619.0,758.0,892.0,1060.0,1232.0,1477.0,1745.0,2017.0,2304.0,2604.0,2866.0,3140.0,3423.0,3678.0,3925.0,4153.0,4367.0,4564.0,4794.0,4987.0,5204.0,5381.0,5563.0,5735.0,5892.0,6068.0,6237.0,6385.0,6529.0,6670.0,6802.0,6933.0,7043.0,7155.0,7263.0,7383.0,7470.0,7591.0,7713.0,7823.0,7941.0,8029.0,8118.0,8204.0,8309.0,8384.0,8472.0,8554.0,8618.0,8695.0,8779.0,8844.0,8912.0,8986.0,9052.0,9121.0,9177.0,9221.0,9267.0,9324.0,9385.0,9437.0,9471.0,9515.0,9579.0,9618.0,9661.0,9703.0,9742.0,9780.0,9831.0,9859.0,9898.0,9935.0,9970.0,9998.0,10025.0,10063.0,10084.0,10107.0,10137.0,10162.0,10184.0,10209.0,10237.0,10262.0,10286.0,10305.0,10321.0,10344.0,10373.0,10385.0,10407.0,10433.0,10444.0,10457.0,10479.0,10489.0,10502.0,10516.0,10531.0,10544.0,10561.0,10573.0,10587.0,10605.0,10617.0,10623.0,10634.0,10645.0,10658.0,10666.0,10680.0,10688.0,10701.0,10712.0,10721.0,10727.0,10736.0,10750.0,10765.0,10771.0,10780.0,10789.0,10793.0,10796.0,10803.0,10806.0,10812.0,10821.0,10831.0,10836.0,10839.0,10845.0,10850.0,10855.0,10858.0,10863.0,10866.0,10876.0,10879.0,10881.0,10887.0,10890.0,10895.0,10899.0,10902.0,10904.0,10911.0,10914.0,10916.0,10922.0,10926.0,10929.0,10933.0,10937.0,10939.0,10940.0,10942.0,10945.0,10948.0,10949.0,10951.0,10954.0,10956.0,10956.0,10957.0,10960.0,10964.0,10965.0,10965.0,10966.0,10966.0,10966.0,10966.0,10967.0,10969.0,10970.0,10971.0,10972.0,10973.0,10974.0,10974.0,10975.0,10975.0,10975.0,10976.0,10976.0,10976.0,10976.0,10976.0,10977.0,10978.0,10978.0,10978.0,10978.0,10979.0,10980.0,10980.0,10980.0,10980.0,10981.0,10982.0,10982.0,10982.0,10986.0,10986.0,10986.0,10987.0,10987.0,10987.0
68,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0,23.0,23.0,23.0,24.0,26.0,26.0,26.0,27.0,27.0,27.0,29.0,29.0,31.0,31.0,34.0,34.0,34.0,34.0,35.0,36.0,37.0,39.0,40.0,40.0,42.0,43.0
69,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,22.0,51.0,91.0,143.0,196.0,260.0,319.0,391.0,465.0,557.0,668.0,774.0,910.0,1075.0,1270.0,1462.0,1728.0,2005.0,2298.0,2593.0,2894.0,3192.0,3480.0,3756.0,4036.0,4284.0,4530.0,4751.0,4956.0,5196.0,5388.0,5559.0,5747.0,5916.0,6086.0,6261.0,6425.0,6571.0,6711.0,6838.0,6988.0,7120.0,7264.0,7384.0,7506.0,7637.0,7726.0,7829.0,7925.0,8038.0,8152.0,8227.0,8303.0,8375.0,8451.0,8524.0,8598.0,8684.0,8748.0,8825.0,8898.0,8963.0,9032.0,9105.0,9157.0,9214.0,9286.0,9337.0,9378.0,9431.0,9485.0,9545.0,9599.0,9634.0,9680.0,9733.0,9771.0,9809.0,9853.0,9892.0,9918.0,9944.0,9980.0,10014.0,10040.0,10070.0,10111.0,10136.0,10168.0,10198.0,10223.0,10250.0,10275.0,10297.0,10324.0,10348.0,10367.0,10385.0,10402.0,10415.0,10436.0,10447.0,10457.0,10477.0,10504.0,10521.0,10537.0,10548.0,10560.0,10573.0,10588.0,10600.0,10613.0,10628.0,10640.0,10649.0,10662.0,10669.0,10679.0,10690.0,10696.0,10706.0,10715.0,10723.0,10728.0,10737.0,10747.0,10753.0,10758.0,10771.0,10778.0,10786.0,10793.0,10799.0,10802.0,10806.0,10812.0,10819.0,10823.0,10830.0,10839.0,10842.0,10849.0,10852.0,10855.0,10860.0,10864.0,10867.0,10868.0,10870.0,10872.0,10879.0,10882.0,10882.0,10886.0,10890.0,10891.0,10893.0,10894.0,10897.0,10903.0,10905.0,10911.0,10915.0,10917.0,10919.0,10923.0,10925.0,10928.0,10930.0,10933.0,10934.0,10938.0,10943.0,10946.0,10946.0,10952.0,10954.0,10956.0,10958.0,10958.0,10960.0,10960.0,10961.0,10961.0,10963.0,10965.0,10967.0,10970.0,10970.0,10973.0,10974.0,10975.0,10975.0,10975.0,10977.0,10978.0,10979.0,10979.0,10979.0,10981.0,10980.0,10980.0,10980.0,10981.0,10981.0,10981.0,10981.0,10981.0,10982.0,10983.0,10984.0,10984.0,10986.0,10986.0,10987.0,10986.0,10986.0,10988.0,10988.0,10988.0,10989.0,10990.0,10990.0,10990.0
70,2.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,8.0,13.0,17.0,21.0,29.0,35.0,52.0,69.0,87.0,109.0,137.0,166.0,188.0,229.0,282.0,329.0,373.0,427.0,486.0,553.0,632.0,727.0,824.0,928.0,1049.0,1195.0,1345.0,1510.0,1691.0,1893.0,2109.0,2361.0,2610.0,2876.0,3114.0,3358.0,3588.0,3842.0,4090.0,4310.0,4533.0,4758.0,4960.0,5185.0,5391.0,5583.0,5791.0,5973.0,6137.0,6316.0,6479.0,6615.0,6773.0,6900.0,7030.0,7154.0,7295.0,7427.0,7540.0,7648.0,7758.0,7861.0,7973.0,8075.0,8161.0,8253.0,8339.0,8419.0,8508.0,8593.0,8664.0,8738.0,8823.0,8888.0,8942.0,9002.0,9055.0,9116.0,9186.0,9254.0,9306.0,9367.0,9423.0,9469.0,9509.0,9551.0,9591.0,9632.0,9675.0,9724.0,9749.0,9795.0,9832.0,9870.0,9911.0,9943.0,9975.0,10007.0,10040.0,10061.0,10080.0,10111.0,10135.0,10160.0,10186.0,10213.0,10240.0,10264.0,10286.0,10304.0,10327.0,10338.0,10353.0,10373.0,10389.0,10408.0,10421.0,10433.0,10451.0,10470.0,10485.0,10497.0,10523.0,10537.0,10543.0,10557.0,10571.0,10588.0,10598.0,10607.0,10616.0,10629.0,10636.0,10643.0,10650.0,10659.0,10670.0,10677.0,10688.0,10697.0,10707.0,10715.0,10726.0,10735.0,10743.0,10752.0,10759.0,10764.0,10770.0,10776.0,10783.0,10789.0,10797.0,10803.0,10805.0,10815.0,10816.0,10822.0,10827.0,10833.0,10836.0,10840.0,10847.0,10854.0,10856.0,10860.0,10863.0,10866.0,10870.0,10871.0,10877.0,10880.0,10885.0,10888.0,10888.0,10890.0,10893.0,10896.0,10900.0,10904.0,10909.0,10916.0,10916.0,10919.0,10921.0,10922.0,10926.0,10932.0,10936.0,10940.0,10942.0,10943.0,10944.0,10945.0,10948.0,10952.0,10953.0,10954.0,10955.0,10955.0
71,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,8.0,8.0,9.0,12.0,14.0,21.0,26.0,33.0,41.0,48.0,55.0,60.0,69.0,83.0,95.0,115.0,130.0,155.0,182.0,215.0,244.0,285.0,347.0,408.0,476.0,543.0,613.0,706.0,792.0,887.0,993.0,1083.0,1187.0,1290.0,1404.0,1518.0,1656.0,1772.0,1932.0,2057.0,2193.0,2332.0,2486.0,2637.0,2782.0,2908.0,3050.0,3185.0,3325.0,3472.0,3622.0,3763.0,3902.0,4024.0,4178.0,4327.0,4463.0,4603.0,4721.0,4856.0,4978.0,5093.0,5217.0,5336.0,5455.0,5571.0,5690.0,5794.0,5895.0,5988.0,6075.0,6169.0,6264.0,6355.0,6443.0,6532.0,6609.0,6677.0,6749.0,6832.0,6896.0,6972.0,7041.0,7133.0,7197.0,7258.0,7334.0,7407.0,7467.0,7541.0,7609.0,7666.0,7723.0,7783.0,7856.0,7902.0,7963.0,8016.0,8063.0,8120.0,8172.0,8225.0,8282.0,8329.0,8384.0,8450.0,8489.0,8542.0,8591.0,8625.0,8668.0,8714.0,8760.0,8798.0,8853.0,8891.0,8940.0,8986.0,9022.0,9064.0,9106.0,9148.0,9189.0,9220.0,9257.0,9283.0,9320.0,9351.0,9392.0,9419.0,9462.0,9486.0,9525.0,9554.0,9593.0,9614.0,9635.0,9677.0,9706.0,9732.0,9772.0,9811.0,9837.0,9864.0,9881.0,9906.0,9935.0,9951.0,9963.0,9990.0,10008.0,10031.0,10058.0,10088.0,10104.0,10128.0,10141.0,10166.0,10185.0,10204.0,10228.0,10240.0,10259.0,10274.0,10290.0,10299.0,10322.0,10335.0,10350.0,10362.0,10373.0,10387.0,10394.0,10408.0,10422.0,10446.0,10458.0,10472.0,10483.0,10494.0,10503.0,10509.0,10517.0,10528.0,10537.0,10545.0,10552.0,10561.0,10572.0,10580.0,10590.0,10598.0,10607.0,10617.0
72,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,3.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,6.0,13.0,25.0,45.0,75.0,113.0,146.0,192.0,266.0,336.0,398.0,488.0,592.0,701.0,808.0,958.0,1125.0,1319.0,1548.0,1767.0,2034.0,2378.0,2688.0,2988.0,3291.0,3577.0,3853.0,4122.0,4366.0,4592.0,4839.0,5032.0,5261.0,5471.0,5652.0,5839.0,6022.0,6167.0,6340.0,6501.0,6654.0,6794.0,6929.0,7062.0,7210.0,7338.0,7466.0,7567.0,7685.0,7785.0,7880.0,7985.0,8084.0,8180.0,8259.0,8365.0,8447.0,8529.0,8609.0,8682.0,8766.0,8847.0,8916.0,8975.0,9039.0,9082.0,9145.0,9203.0,9243.0,9300.0,9356.0,9408.0,9456.0,9508.0,9544.0,9580.0,9632.0,9688.0,9734.0,9773.0,9804.0,9843.0,9887.0,9917.0,9944.0,9969.0,9998.0,10031.0,10058.0,10091.0,10114.0,10144.0,10171.0,10189.0,10218.0,10244.0,10262.0,10282.0,10301.0,10323.0,10342.0,10361.0,10377.0,10402.0,10419.0,10442.0,10471.0,10491.0,10505.0,10519.0,10532.0,10544.0,10555.0,10567.0,10578.0,10592.0,10607.0,10619.0,10632.0,10640.0,10655.0,10661.0,10674.0,10688.0,10700.0,10706.0,10711.0,10718.0,10727.0,10737.0,10744.0,10749.0,10754.0,10762.0,10766.0,10774.0,10783.0,10788.0,10800.0,10806.0,10811.0,10815.0,10820.0,10830.0,10836.0,10837.0,10842.0,10847.0,10852.0,10855.0,10857.0,10865.0,10870.0,10874.0,10880.0,10885.0,10887.0,10887.0,10891.0,10897.0,10899.0,10902.0,10907.0,10909.0,10909.0,10910.0,10916.0,10922.0,10930.0,10933.0,10934.0,10939.0,10942.0,10945.0,10949.0,10950.0,10951.0,10951.0,10953.0,10954.0,10954.0,10956.0,10959.0,10961.0,10963.0,10966.0,10966.0,10966.0,10967.0,10969.0,10969.0,10970.0,10971.0,10972.0,10972.0,10972.0,10974.0,10974.0,10974.0,10976.0,10977.0,10978.0,10978.0,10980.0,10980.0,10980.0,10982.0,10983.0,10984.0,10984.0,10986.0,10986.0,10986.0,10986.0,10986.0,10986.0
74,3.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,7.0,9.0,13.0,19.0,26.0,30.0,40.0,54.0,67.0,80.0,100.0,122.0,148.0,186.0,223.0,261.0,302.0,351.0,404.0,458.0,496.0,562.0,622.0,683.0,745.0,808.0,874.0,947.0,1025.0,1102.0,1202.0,1300.0,1400.0,1497.0,1611.0,1706.0,1805.0,1933.0,2045.0,2180.0,2342.0,2497.0,2659.0,2849.0,3029.0,3217.0,3383.0,3585.0,3788.0,4017.0,4247.0,4471.0,4690.0,4928.0,5140.0,5357.0,5551.0,5741.0,5947.0,6148.0,6361.0,6546.0,6717.0,6861.0,7018.0,7154.0,7286.0,7421.0,7535.0,7654.0,7763.0,7864.0,7987.0,8081.0,8146.0,8221.0,8293.0,8364.0,8445.0,8515.0,8589.0,8648.0,8709.0,8756.0,8813.0,8871.0,8923.0,8971.0,9020.0,9077.0,9122.0,9181.0,9218.0,9261.0,9301.0,9342.0,9380.0,9425.0,9468.0,9501.0,9539.0,9574.0,9605.0,9643.0,9671.0,9712.0,9748.0,9785.0,9818.0,9844.0,9870.0,9901.0,9920.0,9944.0,9970.0,10002.0,10026.0,10053.0,10068.0,10094.0,10108.0,10131.0,10150.0,10172.0,10193.0,10211.0,10230.0,10247.0,10262.0,10277.0,10296.0,10308.0,10322.0,10335.0,10355.0,10366.0,10382.0,10399.0,10412.0,10423.0,10438.0,10446.0,10453.0,10465.0,10472.0,10478.0,10490.0,10500.0,10511.0,10520.0,10528.0,10537.0,10540.0,10552.0,10560.0,10571.0,10580.0,10595.0,10603.0,10611.0,10621.0,10635.0,10641.0,10649.0,10652.0,10657.0,10663.0,10665.0,10671.0,10678.0,10683.0,10687.0,10695.0,10701.0,10706.0
75,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,4.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
