X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
0.07814532,0.03438218,0.02896029,0.02955777,0.004948677,0.018262755,0.024658197,0.042375347,0.00952555,0.01768071,0.01136943,0.0211089,0.04837812,0.024321291,0.032276717,0.029089235,0.008157387,0.05180322,0.050716164,0.0405187,0.29178647,0.32736154,0.106483703,0.043118859,0.04829716
0.07814532,0.03438218,0.02896029,0.02955777,0.004948677,0.018262755,0.024658197,0.042375347,0.00952555,0.01768071,0.01136943,0.0211089,0.04837812,0.024321291,0.032276717,0.029089235,0.008157387,0.05180322,0.050716164,0.0405187,0.29178647,0.32736154,0.106483703,0.043118859,0.04829716
0.134101212,0.000678572,0.022961947,0.08527803,0.005830462,0.050246216,0.0608128,0.020522103,0.03978029,0.12844742,0.025828976,0.22131512,0.072931507,0.04820623,0.017626237,0.02635059,0.0530009,0.034713345,0.039711787,-0.002179752,0.023225279,0.005298697,0.064689737,0.041066592,0.004683295
0.069598073,-0.002185316,0.028221794,0.08463007,-0.011131815,0.029877798,0.09450167,0.000125472,0.02172489,0.13104686,-0.000488452,0.18390835,0.016172152,0.04112095,-0.004477814,0.03819234,0.02818028,0.013858248,0.016434092,0.006052009,0.004251699,-0.038237231,0.037450491,0.018379271,-0.002749252
0.021489654,0.003769382,0.043480493,0.07725678,0.000551559,0.01540262,0.10221868,-0.008224073,0.02398482,0.11161367,-0.007146951,0.14953467,0.008148134,0.04010454,-0.009016495,0.0481599,0.01627719,0.008621562,0.007068294,0.016687092,0.005317671,-0.044326788,0.015950392,0.006724869,-0.010014932
-0.007952096,0.010748807,0.059968305,0.07033971,0.028763572,0.005767075,0.08867886,-0.006210631,0.03925049,0.08704416,-0.003366575,0.1327729,0.018898926,0.03980326,-0.004872043,0.05985798,0.01097383,0.010077094,0.0033633,0.025563622,0.012021971,-0.035831666,0.000537902,0.002068922,-0.011088914
-0.014992139,0.01415425,0.067717478,0.06475069,0.063159868,0.000163224,0.06385408,0.004688038,0.06030348,0.0657257,0.007397342,0.13208117,0.037532571,0.03731719,0.005639551,0.07028921,0.01015726,0.014247737,0.002433494,0.030289509,0.018926547,-0.020651886,-0.007834194,0.002898732,-0.003061574
0.003804352,0.009344259,0.055495714,0.05961083,0.090479483,-0.004246545,0.04111142,0.019728898,0.07395808,0.05265497,0.02213643,0.12932343,0.053421625,0.03136496,0.020450257,0.07230356,0.0114836,0.017881032,0.001718767,0.035118285,0.021975697,-0.004728865,-0.008058554,0.007052565,0.012221656
0.068136595,-0.006105694,0.017700014,0.05032166,0.099763347,-0.006800247,0.03699304,0.034639634,0.06328569,0.04270952,0.038876391,0.08627911,0.057495178,0.02091716,0.037890576,0.05604405,0.01528102,0.02215644,0.000782765,0.061430021,0.022272294,0.013490126,0.007018479,0.017253796,0.02975837
0.162422505,-0.017785076,-0.007030885,0.04456043,0.054372696,0.010892789,0.07191899,0.031495863,0.02599599,0.03575314,0.033139779,0.04163023,0.038373266,0.01477606,0.035156554,0.02128107,0.02932188,0.02275126,0.008257233,0.112004504,0.018954222,0.016697395,0.042402476,0.031988355,0.025710666
0.13736721,-0.011980034,0.014899479,0.05744482,0.006412768,0.024321902,0.0845162,0.008370188,0.02312001,0.04184957,0.004787951,0.10484157,0.020518719,0.02199907,0.012194321,0.01438439,0.03441638,0.009249289,0.01431689,0.097051654,0.008995924,-0.010930925,0.042465773,0.023261109,0.000985518
0.096983218,-0.009496556,0.025221028,0.06673138,-0.005371602,0.022907173,0.07770825,-0.004000865,0.03027627,0.04839427,-0.008824477,0.14619633,0.013666544,0.02579422,0.002614081,0.01749686,0.03081448,-0.000127263,0.013225207,0.071346274,0.002863422,-0.027918435,0.030431574,0.013008891,-0.010129115
